user_id,session_id,transaction_date,transaction_time,hour_of_day,is_weekend,city,state,category,merchant,amount,avg_txn_amount,location_entropy,weekend_ratio,category_diversity,time_of_day_pref,risk_appetite_score,spending_velocity,merchant_loyalty_score,dna_deviation_score,trust_score,is_anomalous_session
USER_0000,SES_763036,2025-02-13,10:23:09,10,False,Philadelphia,PA,Online Shopping,Shein,274.53,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1276,0.8408,False
USER_0000,SES_424186,2025-02-13,06:54:21,6,False,Philadelphia,PA,Insurance,BlueCross BlueShield,92.45,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.2061,0.8058,False
USER_0000,SES_551642,2025-02-16,10:46:05,10,True,Philadelphia,PA,Misc / Cash,Miscellaneous,193.37,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0627,0.9103,False
USER_0000,SES_122730,2025-03-03,08:56:32,8,False,Philadelphia,PA,Insurance,State Farm,202.74,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0494,0.958,False
USER_0000,SES_357392,2025-03-03,06:06:18,6,False,Philadelphia,PA,Misc / Cash,Miscellaneous,276.14,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1299,0.8773,False
USER_0000,SES_847936,2025-03-06,08:41:11,8,False,Philadelphia,PA,Insurance,GEICO,31.26,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.2931,0.7233,False
USER_0000,SES_937561,2025-03-09,06:31:30,6,True,Philadelphia,PA,Online Shopping,Amazon,149.89,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1245,0.8842,False
USER_0000,SES_430526,2025-03-11,10:56:11,10,False,Philadelphia,PA,Insurance,BlueCross BlueShield,266.66,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1164,0.8704,False
USER_0000,SES_699870,2025-03-11,07:15:14,7,False,Philadelphia,PA,Online Shopping,eBay,286.61,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1448,0.8818,False
USER_0000,SES_521889,2025-03-21,09:46:46,9,False,Philadelphia,PA,Misc / Cash,Miscellaneous,217.54,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0466,0.9334,False
USER_0000,SES_253309,2025-03-22,08:53:32,8,True,Philadelphia,PA,Online Shopping,Wayfair,150.77,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1233,0.8854,False
USER_0000,SES_187504,2025-03-27,05:47:46,5,False,Philadelphia,PA,Groceries,Walmart,956.22,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.3375,0.6694,True
USER_0000,SES_298656,2025-04-05,09:38:23,9,True,Philadelphia,PA,Insurance,State Farm,267.72,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1179,0.914,False
USER_0000,SES_141704,2025-04-18,09:20:49,9,False,Philadelphia,PA,Online Shopping,Target,130.14,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1526,0.8692,False
USER_0000,SES_470602,2025-04-29,07:56:51,7,False,Philadelphia,PA,Online Shopping,eBay,177.46,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0853,0.8986,False
USER_0000,SES_598789,2025-04-30,07:19:23,7,False,Philadelphia,PA,Groceries,Costco,181.24,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.08,0.9517,False
USER_0000,SES_109901,2025-05-01,10:06:36,10,False,Philadelphia,PA,Online Shopping,eBay,228.87,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0627,0.9059,False
USER_0000,SES_118687,2025-05-07,10:47:07,10,False,Philadelphia,PA,Misc / Cash,Miscellaneous,131.11,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1512,0.8527,False
USER_0000,SES_653047,2025-05-11,06:20:20,6,True,Philadelphia,PA,Insurance,Progressive,125.46,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1592,0.8376,False
USER_0000,SES_806386,2025-05-13,06:38:25,6,False,Philadelphia,PA,Insurance,State Farm,297.32,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.16,0.8384,False
USER_0000,SES_744129,2025-05-29,09:14:21,9,False,Philadelphia,PA,Misc / Cash,Miscellaneous,119.24,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1681,0.7933,False
USER_0000,SES_724971,2025-06-01,06:31:24,6,True,Philadelphia,PA,Insurance,State Farm,246.11,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0872,0.9034,False
USER_0000,SES_673147,2025-06-06,06:12:29,6,False,Philadelphia,PA,Misc / Cash,Miscellaneous,222.71,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.054,0.9504,False
USER_0000,SES_798693,2025-06-06,06:58:40,6,False,Philadelphia,PA,Online Shopping,Etsy,66.34,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.2432,0.7615,False
USER_0000,SES_366710,2025-06-09,09:37:08,9,False,Philadelphia,PA,Insurance,BlueCross BlueShield,307.46,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1744,0.8322,False
USER_0000,SES_789939,2025-06-11,06:57:16,6,False,Philadelphia,PA,Online Shopping,Temu,205.41,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0456,0.969,False
USER_0000,SES_976571,2025-06-21,10:27:49,10,True,Philadelphia,PA,Groceries,Trader Joe's,242.57,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0822,0.8943,False
USER_0000,SES_656810,2025-06-28,09:10:09,9,True,Philadelphia,PA,Insurance,Progressive,242.65,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0823,0.9216,False
USER_0000,SES_511952,2025-07-01,07:51:39,7,False,Philadelphia,PA,Groceries,Publix,134.89,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1458,0.8838,False
USER_0000,SES_792924,2025-07-08,10:28:43,10,False,Philadelphia,PA,Misc / Cash,Miscellaneous,186.5,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0725,0.9228,False
USER_0000,SES_578423,2025-07-28,06:14:11,6,False,Philadelphia,PA,Groceries,Trader Joe's,261.56,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1092,0.9234,False
USER_0000,SES_486582,2025-08-02,08:15:58,8,True,Philadelphia,PA,Online Shopping,Etsy,161.69,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1077,0.9079,False
USER_0000,SES_707942,2025-08-19,07:34:07,7,False,Philadelphia,PA,Insurance,Progressive,175.92,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0875,0.9049,False
USER_0000,SES_185248,2025-08-20,06:02:26,6,False,Philadelphia,PA,Online Shopping,Shein,179.9,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0819,0.9476,False
USER_0000,SES_361893,2025-08-26,09:29:30,9,False,Philadelphia,PA,Misc / Cash,Miscellaneous,154.0,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1187,0.8912,False
USER_0000,SES_419103,2025-08-29,07:04:23,7,False,Philadelphia,PA,Misc / Cash,Miscellaneous,258.25,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1045,0.8795,False
USER_0000,SES_873742,2025-09-09,06:35:04,6,False,Philadelphia,PA,Insurance,Progressive,263.45,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1119,0.9082,False
USER_0000,SES_347052,2025-09-13,07:02:29,7,True,Philadelphia,PA,Misc / Cash,Miscellaneous,112.96,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.177,0.7935,False
USER_0000,SES_265947,2025-10-03,10:41:14,10,False,Philadelphia,PA,Online Shopping,Amazon,256.31,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1017,0.8584,False
USER_0000,SES_566466,2025-10-07,08:38:50,8,False,Philadelphia,PA,Misc / Cash,Miscellaneous,279.17,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1342,0.8814,False
USER_0000,SES_519741,2025-10-10,09:15:08,9,False,Philadelphia,PA,Groceries,Publix,250.18,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.093,0.9416,False
USER_0000,SES_317272,2025-10-13,08:38:31,8,False,Philadelphia,PA,Insurance,BlueCross BlueShield,138.97,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.14,0.8433,False
USER_0000,SES_775692,2025-10-14,06:34:12,6,False,Dallas,TX,Electronics,Best Buy,1660.07,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.7925,0.2017,True
USER_0000,SES_139435,2025-10-14,07:17:10,7,False,Philadelphia,PA,Groceries,Publix,215.72,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.044,0.9563,False
USER_0000,SES_215181,2025-10-19,07:04:21,7,True,Philadelphia,PA,Groceries,Costco,182.88,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0776,0.9573,False
USER_0000,SES_505380,2025-11-03,09:12:19,9,False,Philadelphia,PA,Misc / Cash,Miscellaneous,172.99,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0917,0.9224,False
USER_0000,SES_775209,2025-11-04,07:03:19,7,False,Philadelphia,PA,Online Shopping,Target,130.14,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1526,0.8408,False
USER_0000,SES_862466,2025-11-08,05:45:34,5,True,Phoenix,AZ,Insurance,BlueCross BlueShield,1165.77,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.6525,0.3087,True
USER_0000,SES_841026,2025-11-12,07:00:43,7,False,Philadelphia,PA,Misc / Cash,Miscellaneous,276.58,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1305,0.9082,False
USER_0000,SES_791281,2025-11-18,09:52:34,9,False,Philadelphia,PA,Online Shopping,Amazon,295.01,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1567,0.8075,False
USER_0000,SES_523123,2025-11-19,06:55:31,6,False,Philadelphia,PA,Online Shopping,eBay,193.74,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.0622,0.9446,False
USER_0000,SES_140609,2025-11-20,06:46:26,6,False,Philadelphia,PA,Insurance,BlueCross BlueShield,268.4,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1189,0.8883,False
USER_0000,SES_520472,2025-11-20,08:36:44,8,False,Philadelphia,PA,Insurance,GEICO,305.31,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1713,0.8074,False
USER_0000,SES_304127,2025-11-25,08:48:05,8,False,Philadelphia,PA,Online Shopping,eBay,100.84,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1942,0.7895,False
USER_0000,SES_723378,2025-11-28,06:53:34,6,False,Philadelphia,PA,Groceries,Kroger,37.33,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.2845,0.7122,False
USER_0000,SES_778308,2025-12-12,06:36:29,6,False,Philadelphia,PA,Online Shopping,Shein,297.86,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1608,0.8073,False
USER_0000,SES_679319,2025-12-19,10:10:38,10,False,Philadelphia,PA,Online Shopping,Temu,145.34,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.131,0.8522,False
USER_0000,SES_436846,2025-12-19,07:53:01,7,False,Philadelphia,PA,Online Shopping,Amazon,138.09,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.1413,0.8264,False
USER_0000,SES_156485,2025-12-31,06:12:12,6,False,Philadelphia,PA,Misc / Cash,Miscellaneous,385.75,211.12,2.8488,0.3869,0.3338,0,0.2146,4.28,0.5298,0.2856,0.6916,False
USER_0001,SES_424696,2024-08-02,05:47:39,5,False,Los Angeles,CA,Housing (Rent/Mortgage),Local Landlord,322.36,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.6525,0.3657,True
USER_0001,SES_836498,2024-08-06,06:35:27,6,False,Miami,FL,Misc / Cash,Miscellaneous,39.38,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0516,0.9331,False
USER_0001,SES_387150,2024-08-09,06:50:47,6,False,Miami,FL,Misc / Cash,Miscellaneous,43.72,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0862,0.9535,False
USER_0001,SES_518649,2024-08-28,09:43:19,9,False,Miami,FL,Online Shopping,Target,23.21,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1524,0.8245,False
USER_0001,SES_264099,2024-09-03,09:15:44,9,False,Miami,FL,Online Shopping,eBay,35.74,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0524,0.9423,False
USER_0001,SES_258108,2024-09-06,03:43:12,3,False,Atlanta,GA,Travel & Leisure,Marriott,457.91,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.7925,0.2108,True
USER_0001,SES_296786,2024-09-06,08:06:22,8,False,Miami,FL,Online Shopping,Target,27.1,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1213,0.8467,False
USER_0001,SES_456057,2024-09-12,06:19:30,6,False,Miami,FL,Online Shopping,Etsy,50.09,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.137,0.8843,False
USER_0001,SES_793681,2024-09-22,07:03:20,7,True,Miami,FL,Misc / Cash,Miscellaneous,506.76,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.3375,0.667,True
USER_0001,SES_361293,2024-09-29,08:02:57,8,True,Miami,FL,Clothing & Fashion,Nike,24.81,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1396,0.849,False
USER_0001,SES_394256,2024-10-02,07:26:31,7,False,Miami,FL,Online Shopping,Shein,54.23,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1701,0.7963,False
USER_0001,SES_222289,2024-10-07,08:23:36,8,False,Miami,FL,Online Shopping,Shein,47.0,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1124,0.8815,False
USER_0001,SES_568569,2024-10-27,10:45:55,10,True,Miami,FL,Clothing & Fashion,Zara,31.89,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0831,0.9282,False
USER_0001,SES_390605,2024-11-30,06:44:40,6,True,Miami,FL,Housing (Rent/Mortgage),Wells Fargo Home,21.74,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1641,0.7979,False
USER_0001,SES_542308,2024-12-03,06:09:56,6,False,Miami,FL,Misc / Cash,Miscellaneous,40.84,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0633,0.9033,False
USER_0001,SES_974176,2024-12-06,10:32:38,10,False,Miami,FL,Misc / Cash,Miscellaneous,67.02,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.2721,0.7564,False
USER_0001,SES_285863,2024-12-10,05:43:44,5,False,Phoenix,AZ,Online Shopping,Temu,115.57,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.6525,0.3706,True
USER_0001,SES_163851,2024-12-16,10:37:15,10,False,Miami,FL,Online Shopping,Etsy,34.03,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0661,0.9285,False
USER_0001,SES_765113,2024-12-28,06:03:16,6,True,Miami,FL,Clothing & Fashion,Nike,34.72,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0606,0.9743,False
USER_0001,SES_899818,2024-12-28,09:46:43,9,True,Miami,FL,Clothing & Fashion,Nordstrom,38.34,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0433,0.966,False
USER_0001,SES_407355,2025-01-03,07:33:57,7,False,Miami,FL,Misc / Cash,Miscellaneous,25.69,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1326,0.8366,False
USER_0001,SES_859498,2025-01-04,07:12:21,7,True,Miami,FL,Online Shopping,eBay,34.73,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0605,0.9325,False
USER_0001,SES_246021,2025-01-22,09:26:29,9,False,Miami,FL,Misc / Cash,Miscellaneous,26.51,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.126,0.8586,False
USER_0001,SES_288163,2025-02-03,06:41:43,6,False,Miami,FL,Housing (Rent/Mortgage),Wells Fargo Home,33.39,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0712,0.962,False
USER_0001,SES_304855,2025-02-04,09:07:28,9,False,Miami,FL,Misc / Cash,Miscellaneous,11.18,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.2483,0.7829,False
USER_0001,SES_218022,2025-02-05,10:33:00,10,False,Miami,FL,Housing (Rent/Mortgage),Property Mgmt,55.98,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.184,0.7925,False
USER_0001,SES_396911,2025-02-06,09:36:11,9,False,Miami,FL,Online Shopping,Etsy,6.76,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.2836,0.7493,False
USER_0001,SES_332360,2025-02-07,10:24:53,10,False,Charlotte,NC,Online Shopping,Wayfair,312.02,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.6525,0.3338,True
USER_0001,SES_490736,2025-02-08,07:24:09,7,True,Boston,MA,Online Shopping,Wayfair,127.52,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.6525,0.3672,True
USER_0001,SES_541789,2025-02-10,09:26:24,9,False,Miami,FL,Misc / Cash,Miscellaneous,17.27,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1997,0.8311,False
USER_0001,SES_832340,2025-02-17,09:53:18,9,False,Miami,FL,Housing (Rent/Mortgage),Chase Mortgage,29.24,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1043,0.8869,False
USER_0001,SES_580231,2025-02-19,08:34:05,8,False,Miami,FL,Online Shopping,Etsy,58.16,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.2014,0.7699,False
USER_0001,SES_671584,2025-02-20,06:17:10,6,False,Miami,FL,Clothing & Fashion,Nordstrom,31.78,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.084,0.8778,False
USER_0001,SES_442895,2025-02-21,09:49:32,9,False,Miami,FL,Clothing & Fashion,Nike,35.51,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0543,0.9338,False
USER_0001,SES_836531,2025-02-24,08:12:58,8,False,Miami,FL,Online Shopping,Amazon,13.46,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.2301,0.7479,False
USER_0001,SES_862431,2025-02-27,02:17:19,2,False,New York,NY,Housing (Rent/Mortgage),Property Mgmt,558.88,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.6525,0.3134,True
USER_0001,SES_118337,2025-03-14,06:00:29,6,False,Miami,FL,Housing (Rent/Mortgage),Wells Fargo Home,49.44,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1319,0.8641,False
USER_0001,SES_253047,2025-03-14,07:04:49,7,False,Miami,FL,Clothing & Fashion,H&M,52.79,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1586,0.8265,False
USER_0001,SES_629119,2025-03-19,04:47:25,4,False,New York,NY,Clothing & Fashion,Lululemon,216.18,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.6525,0.3728,True
USER_0001,SES_232000,2025-03-20,00:12:29,0,False,Seattle,WA,Electronics,B&H Photo,386.01,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.7925,0.1937,True
USER_0001,SES_718503,2025-03-23,06:36:58,6,True,Miami,FL,Housing (Rent/Mortgage),Property Mgmt,18.12,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.193,0.8356,False
USER_0001,SES_997895,2025-03-24,06:04:35,6,False,Miami,FL,Housing (Rent/Mortgage),Wells Fargo Home,33.75,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.0683,0.8995,False
USER_0001,SES_526830,2025-03-27,07:15:01,7,False,Miami,FL,Housing (Rent/Mortgage),Local Landlord,51.21,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.146,0.8734,False
USER_0001,SES_997947,2025-04-09,10:14:08,10,False,Miami,FL,Clothing & Fashion,Forever 21,50.23,37.61,0.3631,0.4047,0.8788,0,0.4764,16.87,0.5789,0.1382,0.8934,False
