SCORE_ID,TRANSACTION_ID,USER_ID,ZSCORE_FLAG,VELOCITY_FLAG,CATEGORY_RISK_SCORE,GEOGRAPHIC_RISK_SCORE,ISOLATION_FOREST_SCORE,COMBINED_RISK_SCORE,RISK_LEVEL,RECOMMENDATION,SCORED_AT
6b58fce3-d23,9CA56DA9FEA6,USER_001,0.5625,0.0,0.4,0.2,0.4566774021025626,0.3448,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
b177f543-de3,CD44654080DA,USER_001,0.0,0.0,0.4,0.5,0.2746771089431981,0.2037,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
78a09a16-47c,45F53A931041,USER_001,0.0,0.0,0.9,0.2,0.3650416461003546,0.2563,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
1017619c-d74,CF8FFD21CDD4,USER_001,0.0,0.2,0.4,0.2,0.5205531736880198,0.2601,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
1f1ac335-4c7,2E98C2D981B3,USER_001,0.0,0.2,0.9,0.2,0.34293019393055724,0.2907,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
f9b5a14b-524,B21E43AD7AA7,USER_001,0.0,0.2,0.9,0.5,0.3460248379613159,0.3365,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
459a7444-2f0,F27EA3C95FEB,USER_001,0.0,0.0,0.4,0.2,0.22894566883090817,0.1472,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
0d37284c-c50,35572FB4F6AF,USER_001,0.0,0.0,0.4,0.5,0.38702902577269316,0.2318,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
1231f3c4-656,4CD30F2A843B,USER_001,0.0,0.0,0.4,0.5,0.33543107709600195,0.2189,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
6ceb1a70-18e,0583A4D9D211,USER_001,0.0,0.0,0.9,0.5,0.333818584875353,0.2935,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
891ea066-9de,A546BECEDE3A,USER_001,0.0,0.0,0.9,0.5,0.23124034588447862,0.2678,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
6b4e9f25-9e7,587E9231FD3E,USER_001,0.0,0.0,0.9,0.5,0.24161387779413712,0.2704,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
4c0b6850-e03,D91FC2A4E5BB,USER_001,0.0,0.2,0.9,0.5,0.2777119071898616,0.3194,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
23c9bd96-17f,BD42BFB878E8,USER_001,0.0,0.0,0.9,0.5,0.31190143500059486,0.288,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
1dda928f-613,3CAF238B3A64,USER_001,0.0,0.0,0.9,0.2,0.26864736162344227,0.2322,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
4c756572-30b,EBBA8C751FD5,USER_001,0.0,0.0,0.9,0.5,0.46661115910391304,0.3267,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
d759fd45-bac,905E3BE153F9,USER_001,0.0,0.0,0.4,0.5,0.15404190143945828,0.1735,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
725b8b22-d44,D0162747F1C8,USER_001,0.7218,0.0,0.2,0.2,0.6482020763818659,0.4025,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
df00d1a7-ea2,5EF76385A4B6,USER_001,0.0,0.0,0.9,0.5,0.3194623682565252,0.2899,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
fa0f9416-1bb,5F0B4FDFA672,USER_001,0.0,0.0,0.4,0.5,0.3119029181617623,0.213,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
701a6f55-908,BD538C49A530,USER_001,0.0,0.0,0.4,0.5,0.359187759357234,0.2248,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
aafe779f-250,E5952E9A508D,USER_001,0.0,0.0,0.9,0.5,0.3190976504094186,0.2898,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
21fb2f56-098,10DFDBA4CE52,USER_001,0.0,0.0,0.4,0.5,0.45207947146420735,0.248,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
0c2a310c-ad1,46596B953202,USER_001,0.0,0.0,0.4,0.5,0.2621426004141323,0.2005,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
5b22ce7d-52b,CC29010E5FBE,USER_001,0.0,0.0,0.4,0.5,0.24439861274879848,0.1961,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
ec842203-1ba,0D473204FB5A,USER_001,0.0,0.0,0.05,0.5,0.3973854470336784,0.1818,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
879233dc-bf8,103B6CB8DCE5,USER_001,0.0,0.0,0.9,0.5,0.40028992587727485,0.3101,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
c1a15671-918,10EDB0CD3E1E,USER_001,0.0,0.0,0.9,0.5,0.3187612219227618,0.2897,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
20c9197f-746,2B5860F0BFDD,USER_001,0.0,0.0,0.9,0.5,0.36525952662720684,0.3013,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
f60d8553-310,4D874D257BA1,USER_001,0.0,0.0,0.9,0.5,0.3752264654755427,0.3038,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
67b4d5a0-2b1,8F6F63AF577B,USER_001,0.0,0.0,0.4,0.5,0.4794162981894142,0.2549,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
441c4595-71f,CB482EE85726,USER_001,0.0,0.0,0.4,0.5,0.4770556105648768,0.2543,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
0aa68835-b1a,4C46059C6A40,USER_001,0.0,0.0,0.4,0.2,0.23098501455929799,0.1477,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
18540349-81d,D266A655F053,USER_001,0.0,0.2,0.4,0.2,0.4771592227798147,0.2493,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
f31eb203-ecc,AA2940EC5922,USER_001,0.0,0.2,0.9,0.5,0.40822549678324427,0.3521,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
a09ec1f7-97c,7B5944924B64,USER_001,0.0,0.2,0.4,0.5,0.5170138035106198,0.3043,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
7a480003-750,C2E907891E9D,USER_001,0.0333,0.2,0.9,0.2,0.5080730059819916,0.3403,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
9167ff48-b07,9F26B09A2085,USER_001,0.0,0.4,0.9,0.5,0.4037807647887648,0.3909,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
fc3e0aa7-b5e,2CC382524603,USER_001,0.0,0.4,0.9,0.5,0.3981688161194128,0.3895,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
f0520145-0f4,A5367950E976,USER_001,0.0,0.4,0.4,0.5,0.4930920303957814,0.3383,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
0f4eadfd-f44,3A2C4CE015FC,USER_001,0.0,0.0,0.4,0.5,0.20297911463245544,0.1857,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
34ff12e5-b12,50ECA6C4A3A0,USER_001,0.0,0.0,0.9,0.2,0.3044283438406895,0.2411,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
b7aa8f70-d55,69317E5228FA,USER_001,0.0,0.0,0.4,0.5,0.19865828081354886,0.1847,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
a9552fa5-e6b,408D14B437A1,USER_001,0.0,0.0,0.9,0.5,0.28531629693929184,0.2813,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
142573ca-b94,E20962A8C8D6,USER_001,0.0,0.0,0.4,0.5,0.14779062646251417,0.1719,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
14f9654f-21f,7C47B185E1C2,USER_001,0.0,0.0,0.9,0.2,0.25544220733254064,0.2289,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
69f80bb0-068,B034A343F9D7,USER_001,0.0,0.2,0.4,0.2,0.20069839116045673,0.1802,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
0388daa0-6b5,7621C4B06F99,USER_001,0.0,0.0,0.4,0.2,0.19745448455657244,0.1394,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
88a9affa-f8f,67C6B9EE207E,USER_001,0.0,0.0,0.9,0.5,0.49266620018956164,0.3332,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
1acc6769-333,2C0DD873A1F4,USER_001,0.0,0.0,0.4,0.5,0.14784871712784098,0.172,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
4c2815af-b81,2E3C282262B6,USER_001,0.0,0.0,0.9,0.2,0.28174164516192635,0.2354,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
1cbd9db6-6a0,2AF261321DF8,USER_001,0.1486,0.0,0.4,0.2,0.28538339845354266,0.1985,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
1a9d3e8f-391,4AD3A6E81C9C,USER_001,0.1067,0.0,0.15,0.5,0.2783423015440657,0.1938,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
0fcde2c8-dbe,588F6BDD6A3B,USER_001,0.0,0.0,0.4,0.5,0.18895798665066532,0.1822,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
88674519-470,A2809FC2BD76,USER_001,0.0,0.0,0.9,0.5,0.3361677834912772,0.294,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
b190fd66-473,A8C577E81350,USER_001,0.0,0.0,0.4,0.5,0.46647680189617813,0.2516,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
47741e0b-26b,5200C0D14806,USER_001,0.0,0.2,0.4,0.2,0.24833317893889018,0.1921,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
82ecbaaa-9b4,708347041AA2,USER_001,0.0,0.0,0.9,0.2,0.2963345844268316,0.2391,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
2593e3f4-139,7F3D20DB3594,USER_001,0.0,0.0,0.4,0.5,0.29254502634870994,0.2081,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
bb72f3fd-44f,A8A501A5132F,USER_001,0.0,0.0,0.4,0.5,0.29015166973358264,0.2075,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
794bcf84-97c,1E5865DC7FD3,USER_001,0.0,0.0,0.9,0.5,0.41084714799395394,0.3127,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
c85c3a2f-b5b,1E847A03C16E,USER_001,0.0,0.2,0.4,0.5,0.28654857211837936,0.2466,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
fb8d15ac-22f,4955DF7BFFE5,USER_001,0.266,0.0,0.4,0.5,0.36464542317972237,0.2927,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
16e57764-fa7,4FCC5AB586A5,USER_001,0.0,0.0,0.4,0.5,0.23305367281994693,0.1933,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
2b093bbc-1c6,D7CB7D24B5AA,USER_001,0.0,0.0,0.9,0.5,0.36163493335768226,0.3004,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
cc5b2ef8-18a,9A1361A87102,USER_001,0.0,0.0,0.4,0.5,0.21251980134671633,0.1881,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
09831acf-382,A5E19CFED461,USER_001,0.0,0.0,0.9,0.5,0.3369875791975625,0.2942,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
e4d40d81-92b,D35E262F5204,USER_001,0.0,0.0,0.4,0.5,0.21390096929887448,0.1885,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
9b215c33-350,468FF2CEA60C,USER_001,0.0,0.0,0.4,0.5,0.24130135848256373,0.1953,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
b612d75a-627,1D56525FE655,USER_001,0.0,0.0,0.9,0.5,0.36702407666335624,0.3018,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
91c8ceed-814,9707193191FD,USER_001,0.0,0.0,0.4,0.5,0.25226851651345183,0.1981,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
81e849a8-6a9,2E8C6E391102,USER_001,0.0,0.0,0.9,0.5,0.46467654590984897,0.3262,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
6e75d098-a58,A72691C70132,USER_001,0.0,0.0,0.4,0.5,0.5578775143362826,0.2745,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
7c5173ba-00e,57C9FEA7ED84,USER_001,0.0,0.0,0.4,0.5,0.18977989196838552,0.1824,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
ad831447-b45,A3D851A80407,USER_001,0.0,0.0,0.9,0.5,0.4453312183612854,0.3213,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
5f690997-721,A7A0A41E269B,USER_001,0.0,0.0,0.9,0.5,0.45087922908803724,0.3227,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
f6eb5830-3cf,740FB5E58A7D,USER_001,0.0949,0.0,0.9,0.2,0.4514141808313157,0.3016,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
347a63ae-0ac,362D2DBC19D0,USER_001,0.0,0.0,0.4,0.5,0.5255858130217257,0.2664,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
6e920267-ea7,A69618EEF3B4,USER_001,0.0,0.0,0.9,0.5,0.2835226144847399,0.2809,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
cbf0c60b-96f,679589887C48,USER_001,0.0,0.0,0.9,0.5,0.3125719933402563,0.2881,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
d6482407-3d8,7F6C212506CC,USER_001,0.0,0.0,0.9,0.5,0.41823674232696884,0.3146,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
d2f33f5e-528,13B4F94A4528,USER_001,0.0,0.2,0.9,0.5,0.6101785117496163,0.4025,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
d8f97b7c-9a7,EA53E593048D,USER_001,0.0,0.2,0.4,0.2,0.37912722765383333,0.2248,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
0b5b3d24-954,6AB413FE805F,USER_001,0.0,0.2,0.4,0.2,0.3474948395883215,0.2169,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
d0327462-084,D8491A1EDC94,USER_001,0.0,0.2,0.4,0.5,0.20161467584628312,0.2254,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
16f206cc-ad5,F49C012D4A4D,USER_001,0.0,0.0,0.7,0.2,0.25480680417763335,0.1987,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
cd058fea-624,CF2EB122108C,USER_001,0.0,0.0,0.9,0.5,0.28997447057413595,0.2825,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
a3d401c6-a9c,190C7E1CE94E,USER_001,0.0,0.0,0.9,0.5,0.32365032180235787,0.2909,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
dbce57e7-4df,7B8C867253F8,USER_001,0.0,0.0,0.4,0.5,0.29834741802975584,0.2096,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
4d2f3a37-4e2,3B8FD741525D,USER_001,0.0,0.0,0.4,0.5,0.4880230006005942,0.257,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
731b845c-1aa,CC5A03474898,USER_001,0.0,0.0,0.9,0.5,0.2594955278499711,0.2749,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
a599ff38-52b,91D970F631BC,USER_001,0.0,0.0,0.4,0.5,0.18060372366245914,0.1802,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
c2ad8dfd-829,EA289F2E5762,USER_001,0.0,0.2,0.4,0.5,0.4469893236849236,0.2867,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
c730f7a7-b84,54486346EBCB,USER_001,0.0,0.2,0.4,0.5,0.2283728578360028,0.2321,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
e0c06791-5e8,504093498C16,USER_001,0.0,0.2,0.4,0.2,0.29955453634892604,0.2049,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
d2656d76-91e,2EAA92C169C3,USER_001,0.0,0.2,0.4,0.5,0.32801049885059363,0.257,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
53691281-c29,47319796708D,USER_001,0.0,0.2,0.4,0.2,0.32554127450626447,0.2114,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
3afaa9d1-553,F18A88A4A220,USER_001,0.0,0.0,0.15,0.5,0.27216588462936864,0.1655,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
9b04091c-90a,626A923D53DF,USER_001,0.0,0.0,0.4,0.5,0.16526014959308033,0.1763,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
be77538d-565,E3FF396242EE,USER_001,0.0,0.0,0.9,0.5,0.5154447700841897,0.3389,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
40a3ff10-42c,1337AE2235C9,USER_001,0.1917,0.4,0.4,0.2,0.6830671498767346,0.3887,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
46d2bc5f-5c6,8B40BAD726AF,USER_001,0.0,0.2,0.4,0.5,0.31796329980662574,0.2545,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
5d546f64-a6e,3E2A86B030BF,USER_001,0.0,0.2,0.9,0.5,0.6033800356402597,0.4008,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
2e845bef-c8b,E92C98E1AF32,USER_001,0.0,0.2,0.3,0.2,0.30878116808608236,0.1922,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
1a69ab00-ccd,BA945245F482,USER_001,0.0,0.2,0.4,0.5,0.287917881162712,0.247,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
6520570b-968,56ED40FD54B7,USER_001,0.0,0.4,0.9,0.5,0.37728878997860227,0.3843,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
bb409c54-ed7,C313E5A44BB1,USER_001,0.0,0.0,0.4,0.5,0.1740414908845075,0.1785,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
5f966507-8be,45277A24F148,USER_001,0.0,0.0,0.4,0.5,0.19416935552322523,0.1835,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
94c52b04-5e4,9AD075DF1CDC,USER_001,0.0,0.0,0.15,0.2,0.25195730013269924,0.1155,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
b9af2b41-aa5,382797699D97,USER_001,0.1426,0.0,0.9,0.5,0.36818038961846933,0.3377,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
9850fa18-f51,1BB0A8DFB25D,USER_001,0.0,0.0,0.9,0.5,0.24788217719908612,0.272,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
2208dbf6-099,CF5112518842,USER_001,0.0,0.0,0.3,0.5,0.358426437469729,0.2096,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
76f3172a-a4a,8A0009F9AF13,USER_001,0.0,0.0,0.9,0.5,0.3247876240224411,0.2912,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
a637d00d-e77,99A935ACEEDD,USER_001,0.0,0.0,0.9,0.5,0.2724043680999608,0.2781,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
4d263c3f-083,C4A8E1EE5903,USER_001,0.0,0.0,0.4,0.5,0.2665732252606393,0.2016,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
20ffbb4b-eb6,7198B92E5419,USER_001,0.0,0.0,0.9,0.5,0.5070483777284572,0.3368,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
5a4ea56d-233,9A988FFA6E41,USER_001,0.0,0.0,0.4,0.2,0.22921875127032632,0.1473,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
d48f3589-e39,746E3E3F0D7A,USER_001,0.0,0.2,0.4,0.5,0.26188899150553235,0.2405,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
7ed43241-1a9,0DAFA6CFC121,USER_001,0.0,0.2,0.1,0.2,0.5206018570618933,0.2152,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
d25c21f3-c5b,B6CD4815472C,USER_001,0.0,0.2,0.4,0.2,0.3827646597627423,0.2257,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
7835fac2-a18,8C21F565393F,USER_001,0.0,0.2,0.15,0.2,0.4729934610006764,0.2107,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
783d988c-0d7,8DEB195C0CDF,USER_001,0.0,0.2,0.4,0.5,0.3604661650500697,0.2651,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
5fb10887-8fb,021E77C37DC2,USER_001,0.0,0.4,0.4,0.5,0.4019090343779681,0.3155,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
ea63ab0f-9de,404DF54CA38B,USER_001,0.0,0.0,0.9,0.5,0.4090031166071154,0.3123,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
c6d6d05c-ad0,64064B156283,USER_001,0.0,0.0,0.4,0.5,0.3398371060041635,0.22,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
c0acebaa-362,B6128A9EB95E,USER_001,0.0,0.0,0.9,0.2,0.2902852234929014,0.2376,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
2863b37c-f57,6C6A3FDF973D,USER_001,0.0,0.0,0.4,0.5,0.2240459130088991,0.191,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
4a2bd898-493,5B9B44B5619A,USER_001,0.0,0.0,0.9,0.5,0.25076287869972913,0.2727,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
8c17fcac-a0d,8F23BB07D66A,USER_001,0.0,0.0,0.9,0.5,0.45188002110540004,0.323,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-21T18:30:00.781960
2f4019e8-61c,3C692D99863B,USER_001,0.0,0.0,0.05,0.5,0.2110279666287327,0.1353,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
fe22fd59-f4b,7045AED7387F,USER_001,0.0,0.0,0.3,0.2,0.18485314979546752,0.1212,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
f5facd75-226,7ED045BA0CE3,USER_001,0.0,0.0,0.2,0.2,0.21747876194252902,0.1144,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
4e2a9a43-b16,F728E1A6ED16,USER_001,0.9071,0.2,0.4,0.5,0.570450738923714,0.5444,HIGH,Flag for review. Require step-up authentication before approval.,2026-02-21T18:30:00.781960
8c1cc45a-4ca,BFF652D04B10,USER_001,0.0,0.0,0.9,0.2,0.2272580520941334,0.2218,LOW,Allow transaction. Standard monitoring.,2026-02-21T18:30:00.781960
