TRANSACTION_ID,USER_ID,AMOUNT,CATEGORY,LOCATION,TRANSACTION_DATE
792C16F4D5FC,USER_004,121.89,Jewelry,"Seattle, WA",2026-01-01T13:41:43
54782BB008DB_036,USER_036,243.99,Restaurants,"Miami, FL",2026-01-01T13:44:13
4531E41925A6_037,USER_037,372.44,Gas Stations,"Houston, TX",2026-01-01T13:51:06
711F7BCD5917_047,USER_047,305.85,Grocery,"Houston, TX",2026-01-01T13:51:26
B888B2B0011B_044,USER_044,59.41,Retail,"Seattle, WA",2026-01-01T13:52:40
7395B6E85592_026,USER_026,123.51,Retail,"San Francisco, CA",2026-01-01T13:54:01
D3014F3CF926_015,USER_015,212.56,Electronics,"Seattle, WA",2026-01-01T13:55:44
9A4EEAA24FAE_028,USER_028,132.65,Coffee Shops,"San Francisco, CA",2026-01-01T14:26:56
54782BB008DB_026,USER_026,259.99,Restaurants,"Miami, FL",2026-01-01T14:44:13
B2DA6F7CC52A_012,USER_012,83.63,Coffee Shops,"Seattle, WA",2026-01-01T14:44:21
AFFABD495D5A_016,USER_016,176.92,Restaurants,"Miami, FL",2026-01-01T14:48:26
D3014F3CF926,USER_005,231.67,Electronics,"Seattle, WA",2026-01-01T14:55:44
32F833D86F18_046,USER_046,113.22,Electronics,"Houston, TX",2026-01-01T15:02:43
9BA4D1C44C3B,USER_009,46.07,Coffee Shops,"Chicago, IL",2026-01-01T15:04:03
5493A9436604_031,USER_031,108.18,Jewelry,"Miami, FL",2026-01-01T15:24:15
9A4EEAA24FAE_038,USER_038,125.42,Coffee Shops,"San Francisco, CA",2026-01-01T15:26:56
A5C8EA2FF81F_022,USER_022,125.17,Electronics,"Dallas, TX",2026-01-01T15:35:26
86B9B7D4C756,USER_006,158.09,Grocery,"Miami, FL",2026-01-01T15:39:44
B2DA6F7CC52A_042,USER_042,75.14,Coffee Shops,"Seattle, WA",2026-01-01T15:44:21
AFFABD495D5A_036,USER_036,168.06,Restaurants,"Miami, FL",2026-01-01T15:48:26
07A443C882A8,USER_008,399.25,Gas Stations,"San Francisco, CA",2026-01-01T15:52:13
7395B6E85592_016,USER_016,126.12,Retail,"San Francisco, CA",2026-01-01T15:54:01
7395B6E85592_036,USER_036,123.34,Retail,"San Francisco, CA",2026-01-01T15:54:01
D3014F3CF926_025,USER_025,245.93,Electronics,"Seattle, WA",2026-01-01T15:55:44
13A9F4EC1C11_048,USER_048,112.48,Jewelry,"Miami, FL",2026-01-01T16:29:33
A5C8EA2FF81F_032,USER_032,122.45,Electronics,"Dallas, TX",2026-01-01T16:35:26
7461ADCA4784_012,USER_012,47.93,Grocery,"Boston, MA",2026-01-01T16:42:41
BA029F6F79E5_036,USER_036,38.3,Retail,"Chicago, IL",2026-01-01T16:49:26
4531E41925A6,USER_007,394.02,Gas Stations,"Houston, TX",2026-01-01T16:51:06
EB6DB280CEA3,USER_001,28.5,Clothing,"Phoenix, AZ",2026-01-01T16:59:51
C93259521CCF_042,USER_042,164.02,Coffee Shops,"Dallas, TX",2026-01-01T17:05:18
7421944C17FA_036,USER_036,240.24,Grocery,"Miami, FL",2026-01-01T17:13:01
98B21D195B40,USER_010,109.54,Jewelry,"San Francisco, CA",2026-01-01T17:27:51
13A9F4EC1C11_038,USER_038,113.3,Jewelry,"Miami, FL",2026-01-01T17:29:33
A5C8EA2FF81F,USER_002,121.79,Electronics,"Dallas, TX",2026-01-01T17:35:26
86B9B7D4C756_036,USER_036,147.52,Grocery,"Miami, FL",2026-01-01T17:39:44
B2DA6F7CC52A_032,USER_032,79.27,Coffee Shops,"Seattle, WA",2026-01-01T17:44:21
B053AA3454EA_032,USER_032,155.12,Coffee Shops,"Seattle, WA",2026-01-01T17:58:39
98228A8B6A4B,USER_007,634.09,Grocery,"Atlanta, GA",2026-01-01T18:03:52
98228A8B6A4B_017,USER_017,679.6,Grocery,"Atlanta, GA",2026-01-01T18:03:52
C44D5E6F94A7_037,USER_037,94.98,Grocery,"Houston, TX",2026-01-01T18:24:19
52E897FE32A8,USER_009,128.36,Electronics,"Boston, MA",2026-01-01T18:26:30
52E897FE32A8_039,USER_039,122.34,Electronics,"Boston, MA",2026-01-01T18:26:30
98B21D195B40_030,USER_030,108.56,Jewelry,"San Francisco, CA",2026-01-01T18:27:51
13A9F4EC1C11_028,USER_028,125.08,Jewelry,"Miami, FL",2026-01-01T18:29:33
54782BB008DB_016,USER_016,245.37,Restaurants,"Miami, FL",2026-01-01T18:44:13
B053AA3454EA_012,USER_012,173.97,Coffee Shops,"Seattle, WA",2026-01-01T18:58:39
A94D4440F2DF,USER_007,389.23,Jewelry,"Chicago, IL",2026-01-01T19:03:45
B4D40F9871D7_024,USER_024,223.29,Clothing,"Seattle, WA",2026-01-01T19:07:52
75224CD6B16C,USER_009,184.49,Coffee Shops,"Chicago, IL",2026-01-01T19:11:54
7421944C17FA_016,USER_016,224.29,Grocery,"Miami, FL",2026-01-01T19:13:01
818AC8D6441A_028,USER_028,76.22,Grocery,"San Francisco, CA",2026-01-01T19:13:52
52E897FE32A8_029,USER_029,122.37,Electronics,"Boston, MA",2026-01-01T19:26:30
21E04CCBF035_028,USER_028,142.53,Jewelry,"Miami, FL",2026-01-01T19:34:27
54782BB008DB_046,USER_046,241.22,Restaurants,"Miami, FL",2026-01-01T19:44:13
7C9A2201670C_031,USER_031,329.22,Restaurants,"Houston, TX",2026-01-01T19:46:19
BA029F6F79E5_026,USER_026,41.18,Retail,"Chicago, IL",2026-01-01T19:49:26
459120482453_045,USER_045,423.8,Gas Stations,"Chicago, IL",2026-01-01T19:56:55
8F903FC87CDD_035,USER_035,139.22,Gas Stations,"Seattle, WA",2026-01-01T19:57:29
13A9F4EC1C11_018,USER_018,119.55,Jewelry,"Miami, FL",2026-01-01T20:29:33
2EF6BA2A96CB_014,USER_014,256.97,Jewelry,"Seattle, WA",2026-01-01T20:34:32
1B46F9147697_020,USER_020,254.39,Grocery,"Boston, MA",2026-01-01T20:44:57
98228A8B6A4B_037,USER_037,592.63,Grocery,"Atlanta, GA",2026-01-01T21:03:52
7461ADCA4784_042,USER_042,41.38,Grocery,"Boston, MA",2026-01-01T21:42:41
4531E41925A6_017,USER_017,368.45,Gas Stations,"Houston, TX",2026-01-01T21:51:06
711F7BCD5917_017,USER_017,319.53,Grocery,"Houston, TX",2026-01-01T21:51:26
434AC99838FA_020,USER_020,185.45,Gas Stations,"New York, NY",2026-01-01T21:52:03
434AC99838FA,USER_010,177.91,Gas Stations,"New York, NY",2026-01-01T21:52:03
459120482453_035,USER_035,488.77,Gas Stations,"Chicago, IL",2026-01-01T21:56:55
75224CD6B16C_029,USER_029,168.82,Coffee Shops,"Chicago, IL",2026-01-01T22:11:54
98B21D195B40_040,USER_040,112.08,Jewelry,"San Francisco, CA",2026-01-01T22:27:51
F01CED794AEC_039,USER_039,174.94,Clothing,"Los Angeles, CA",2026-01-01T22:35:21
EA78EB6DBAF6_020,USER_020,104.13,Coffee Shops,"New York, NY",2026-01-01T22:48:37
E4F25CE887FA_025,USER_025,139.53,Gas Stations,"Dallas, TX",2026-01-01T22:50:14
AA7A1240A514_038,USER_038,180.22,Gas Stations,"San Francisco, CA",2026-01-01T22:56:51
8F903FC87CDD_045,USER_045,120.3,Gas Stations,"Seattle, WA",2026-01-01T22:57:29
32F833D86F18,USER_006,102.95,Electronics,"Houston, TX",2026-01-01T23:02:43
A94D4440F2DF_037,USER_037,415.98,Jewelry,"Chicago, IL",2026-01-01T23:03:45
C93259521CCF_012,USER_012,141.19,Coffee Shops,"Dallas, TX",2026-01-01T23:05:18
52E897FE32A8_049,USER_049,128.26,Electronics,"Boston, MA",2026-01-01T23:26:30
2EF6BA2A96CB,USER_004,243.82,Jewelry,"Seattle, WA",2026-01-01T23:34:32
B2DA6F7CC52A_022,USER_022,71.79,Coffee Shops,"Seattle, WA",2026-01-01T23:44:21
EA78EB6DBAF6_030,USER_030,90.95,Coffee Shops,"New York, NY",2026-01-01T23:48:37
434AC99838FA_050,USER_050,188.19,Gas Stations,"New York, NY",2026-01-01T23:52:03
07A443C882A8_018,USER_018,415.76,Gas Stations,"San Francisco, CA",2026-01-01T23:52:13
98228A8B6A4B_027,USER_027,652.5,Grocery,"Atlanta, GA",2026-01-02T00:03:52
9BA4D1C44C3B_049,USER_049,45.48,Coffee Shops,"Chicago, IL",2026-01-02T00:04:03
818AC8D6441A_048,USER_048,75.47,Grocery,"San Francisco, CA",2026-01-02T00:13:52
98B21D195B40_020,USER_020,117.58,Jewelry,"San Francisco, CA",2026-01-02T00:27:51
27D565D8E130_016,USER_016,131.28,Retail,"Miami, FL",2026-01-02T00:28:23
6A99032DFE0B_012,USER_012,162.09,Electronics,"Seattle, WA",2026-01-02T00:32:29
2EF6BA2A96CB_044,USER_044,254.28,Jewelry,"Seattle, WA",2026-01-02T00:34:32
7461ADCA4784_032,USER_032,46.38,Grocery,"Boston, MA",2026-01-02T00:42:41
7461ADCA4784_022,USER_022,47.45,Grocery,"Boston, MA",2026-01-02T00:42:41
B2DA6F7CC52A,USER_002,76.81,Coffee Shops,"Seattle, WA",2026-01-02T00:44:21
434AC99838FA_030,USER_030,169.08,Gas Stations,"New York, NY",2026-01-02T00:52:03
AA7A1240A514_048,USER_048,185.79,Gas Stations,"San Francisco, CA",2026-01-02T00:56:51
0CBB3C0BE1BC_032,USER_032,357.15,Coffee Shops,"New York, NY",2026-01-02T01:12:18
6A99032DFE0B_032,USER_032,170.13,Electronics,"Seattle, WA",2026-01-02T01:32:29
A5C8EA2FF81F_042,USER_042,128.87,Electronics,"Dallas, TX",2026-01-02T01:35:26
7395B6E85592,USER_006,134.62,Retail,"San Francisco, CA",2026-01-02T01:54:01
2EF6BA2A96CB_024,USER_024,242.1,Jewelry,"Seattle, WA",2026-01-02T02:34:32
07A443C882A8_038,USER_038,387.35,Gas Stations,"San Francisco, CA",2026-01-02T02:52:13
211E3C53F81A_050,USER_050,85.86,Gas Stations,"New York, NY",2026-01-02T02:55:17
AA7A1240A514_028,USER_028,179.87,Gas Stations,"San Francisco, CA",2026-01-02T02:56:51
EB6DB280CEA3_041,USER_041,31.1,Clothing,"Phoenix, AZ",2026-01-02T02:59:51
A94D4440F2DF_017,USER_017,422.84,Jewelry,"Chicago, IL",2026-01-02T03:03:45
818AC8D6441A_038,USER_038,74.49,Grocery,"San Francisco, CA",2026-01-02T03:13:52
4A7069E05B68,USER_005,105.35,Gas Stations,"Dallas, TX",2026-01-02T03:27:31
4A7069E05B68_045,USER_045,106.79,Gas Stations,"Dallas, TX",2026-01-02T03:27:31
6A99032DFE0B_042,USER_042,150.92,Electronics,"Seattle, WA",2026-01-02T03:32:29
F01CED794AEC_049,USER_049,159.36,Clothing,"Los Angeles, CA",2026-01-02T03:35:21
13F449EB8AB1_040,USER_040,329.1,Gas Stations,"San Francisco, CA",2026-01-02T03:39:43
7F2D24D7FB64_033,USER_033,904.53,Coffee Shops,"Phoenix, AZ",2026-01-02T04:05:09
4A7069E05B68_015,USER_015,102.26,Gas Stations,"Dallas, TX",2026-01-02T04:27:31
21E04CCBF035,USER_008,149.24,Jewelry,"Miami, FL",2026-01-02T04:34:27
F01CED794AEC,USER_009,177.01,Clothing,"Los Angeles, CA",2026-01-02T04:35:21
7461ADCA4784,USER_002,44.59,Grocery,"Boston, MA",2026-01-02T04:42:41
9ACC9FE16E16_025,USER_025,254.89,Clothing,"Chicago, IL",2026-01-02T04:44:00
7A63377D2615_015,USER_015,117.76,Clothing,"Chicago, IL",2026-01-02T04:52:12
211E3C53F81A_040,USER_040,75.71,Gas Stations,"New York, NY",2026-01-02T04:55:17
6E4068A3F476,USER_010,156.93,Gas Stations,"New York, NY",2026-01-02T04:56:57
8F903FC87CDD,USER_005,130.46,Gas Stations,"Seattle, WA",2026-01-02T04:57:29
32F833D86F18_016,USER_016,108.83,Electronics,"Houston, TX",2026-01-02T05:02:43
32F833D86F18_036,USER_036,93.99,Electronics,"Houston, TX",2026-01-02T05:02:43
818AC8D6441A,USER_008,82.65,Grocery,"San Francisco, CA",2026-01-02T05:13:52
F01CED794AEC_029,USER_029,173.63,Clothing,"Los Angeles, CA",2026-01-02T05:35:21
1B46F9147697_040,USER_040,241.51,Grocery,"Boston, MA",2026-01-02T05:44:57
6E4068A3F476_030,USER_030,152.26,Gas Stations,"New York, NY",2026-01-02T05:56:57
8F903FC87CDD_025,USER_025,119.49,Gas Stations,"Seattle, WA",2026-01-02T05:57:29
32F833D86F18_026,USER_026,99.63,Electronics,"Houston, TX",2026-01-02T06:02:43
B4D40F9871D7_044,USER_044,206.99,Clothing,"Seattle, WA",2026-01-02T06:07:52
B4D40F9871D7,USER_004,216.6,Clothing,"Seattle, WA",2026-01-02T06:07:52
75224CD6B16C_039,USER_039,201.97,Coffee Shops,"Chicago, IL",2026-01-02T06:11:54
0CBB3C0BE1BC_042,USER_042,334.46,Coffee Shops,"New York, NY",2026-01-02T06:12:18
4A7069E05B68_025,USER_025,107.1,Gas Stations,"Dallas, TX",2026-01-02T06:27:31
27D565D8E130,USER_006,120.87,Retail,"Miami, FL",2026-01-02T06:28:23
6A99032DFE0B,USER_002,159.95,Electronics,"Seattle, WA",2026-01-02T06:32:29
13F449EB8AB1_020,USER_020,362.26,Gas Stations,"San Francisco, CA",2026-01-02T06:39:43
1B46F9147697,USER_010,231.86,Grocery,"Boston, MA",2026-01-02T06:44:57
1B46F9147697_030,USER_030,222.93,Grocery,"Boston, MA",2026-01-02T06:44:57
434AC99838FA_040,USER_040,191.21,Gas Stations,"New York, NY",2026-01-02T06:52:03
7A63377D2615_035,USER_035,121.24,Clothing,"Chicago, IL",2026-01-02T06:52:12
7F2D24D7FB64,USER_003,866.61,Coffee Shops,"Phoenix, AZ",2026-01-02T07:05:09
4A7069E05B68_035,USER_035,106.48,Gas Stations,"Dallas, TX",2026-01-02T07:27:31
21E04CCBF035_048,USER_048,136.08,Jewelry,"Miami, FL",2026-01-02T07:34:27
8F903FC87CDD_015,USER_015,135.95,Gas Stations,"Seattle, WA",2026-01-02T07:57:29
7F2D24D7FB64_013,USER_013,828.44,Coffee Shops,"Phoenix, AZ",2026-01-02T08:05:09
7F2D24D7FB64_043,USER_043,781.88,Coffee Shops,"Phoenix, AZ",2026-01-02T08:05:09
CF504770CBB2_019,USER_019,127.53,Retail,"Denver, CO",2026-01-02T08:05:52
B4D40F9871D7_014,USER_014,229.89,Clothing,"Seattle, WA",2026-01-02T08:07:52
